,Communication Services,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Utilities,Overall
2000-06-16,0.005957832960115717,-0.019736344154097592,0.017619081528971965,0.05577240059769937,-0.027859870826027918,0.02621243110787322,-0.016850551956921728,-0.040029438094724874,-0.010811560964485904,0.009451908987958155,0.01347371506873976,-0.0046386720217905875
2000-06-23,0.010125473556300968,-0.05035991007719429,-0.029285147724425677,-0.021782099409741573,-0.0027131973314931356,0.004554443711883875,-0.03829521485845604,-0.002271202692392016,-0.05144835619341335,0.0030495286631841033,-0.02433642374643189,-0.018456875658776628
2000-06-30,-0.02613931066758187,0.023679768450001585,0.02462910875936279,-0.030782620687960872,-0.010749884815488997,0.04768746331363772,0.004714973216901991,-0.0055133504518386995,-0.004498164438196643,-0.0041660329827992275,-0.038755382065256076,0.0039081047311618055
2000-07-07,0.041749443932920446,0.05263348831633529,0.00983366942188357,-0.037015574451318034,0.055810172352961346,0.04511781633230694,0.029548647318687716,0.005563984025759034,0.010272467833147789,0.04122842894720352,0.04083358229461785,0.030486238875656654
2000-07-14,0.018257829751851574,0.027932282194987366,-0.016924690556461792,0.019653928067745362,0.040246929968611116,0.016671137485764573,0.016567090875699634,0.05896922541452243,0.02914175156425542,0.005430492795322944,0.020865991453239592,0.024416030323335634
2000-07-21,-0.02484639149206528,-0.029748922194846587,-0.007893049354291956,-0.043994686577463846,-0.01678533173705966,-0.003126208640286198,-0.006311994667135928,-0.05438802409515222,-0.024201117217600727,0.010475198274757099,0.014438207322365495,-0.016941583735871752
2000-07-28,-0.035166732495479136,-0.04249573653547047,-0.0012540327494328712,0.0006852617818702778,0.01089684779415533,-0.02718441910002264,-0.010798243829508409,-0.09200463225088108,-0.013550586295348306,0.015214105845697427,0.0016964997923509422,-0.02088498135090075
2000-08-04,0.048328096762891834,0.03361137559592083,0.009235350955164178,0.048112302681940375,0.065944317657076,0.06757690822277071,0.017590763441884816,0.018262240428132192,0.006281732250533417,0.013534478451835905,0.048655645507297826,0.035726134621960594
2000-08-11,0.003969446233478557,0.04405217400868595,0.0016284264794752823,0.038778967134195715,0.017150556484547174,-0.0028339362750559225,0.03538165718332416,0.01194931646311887,0.04514802939446342,0.004692123289341288,0.03312258427931279,0.020763684408058876
2000-08-18,0.028314493775975457,-0.012168246987704995,-0.007357299875936774,0.04811126556951095,-0.015443995759326383,0.01460956392832857,-0.011755039056515051,0.0956188315451902,-0.005927031029397173,0.0017898834501518127,0.01427933708186361,0.012728087682846067
2000-08-25,0.05507375804563104,0.006857476668019886,-0.008868339634141818,0.015458679313768908,0.003940166479343004,0.030956515857939272,0.007925365699208294,0.014783490051356275,-0.009445341319283197,-0.027888297422886656,-0.01939122228042861,0.006366666981599527
2000-09-01,0.03395101031626727,-0.008508299849416194,-0.010189587572121931,0.016304933208785167,0.03467270640272527,0.03258213778588609,-0.0025854009459763197,0.04696933169193516,-0.006962881049392472,-0.006589518851044545,0.033955325486286825,0.016252301213650226
2000-09-08,-0.002305399741358871,0.02310630459928426,0.023570851341148294,-0.0006066072496915764,0.03545143626196851,-0.011222929189473032,-0.00014633217164231778,-0.057159783586828175,-0.0015026363529355078,0.01096688620977529,0.06866469211027694,0.005177934592203307
2000-09-15,-0.017672354122920574,-0.00012251351698692642,-0.014300799336765493,0.03574311023012215,0.004968693008405698,0.009075837259284483,-0.018959338332219165,-0.021038529181864413,-0.05179888003689614,-0.008293190912792415,0.03257855874183418,-0.0044713755540489505
2000-09-22,0.0009723543305204197,-0.01510039571517423,0.027145629875922013,-0.07350288694744804,-0.014227753630906193,0.011660634562314233,-0.03913091391900354,-0.019010643574558398,-0.04565707287945614,-0.03155143537575514,-0.05022242158065738,-0.020287690507021044
2000-09-29,0.01826161357566216,-0.017741178458733384,0.01506044806739193,0.03897981234492058,0.03345858066971801,0.024729337537173466,0.016546827503421072,-0.04408872602313905,0.008364461256042378,0.03665604449521949,0.050503551251130756,0.012887374198838389
2000-10-06,-0.0013303421796518554,-0.023550068554093286,0.012676374985328061,-0.03452406763701016,-0.030272783169746992,-0.015169212016163289,-0.008106449764490382,-0.0603161524453496,0.0026437454845847706,-0.04921572412619546,-0.040030815816968573,-0.024674253387411388
2000-10-13,-0.024167986206554404,-0.04586108626099824,-0.008478923712821254,0.04646927942239755,-0.048733908692269255,-0.009945032620548779,-0.026906944346231355,-0.01834141811828674,-0.039496239565872546,0.0029954058398641847,0.024984024665271908,-0.018171183660390434
2000-10-20,0.04333621754207725,0.004273906411063117,0.0014196505425937752,0.0018286293824148815,0.019007089443236896,0.02764045567274253,0.02028392682119095,0.03078602787866216,-0.005001149865898195,0.002329000818350096,-0.015432997984863028,0.0139078254380856
2000-10-27,0.012088846806784159,0.024472303441287067,0.05451052365081206,-0.08495537474171763,0.03125381819601042,0.01194610577928714,0.03953675881534013,-0.05170003990149422,0.051621592098729796,0.023097689736046784,-0.008718474748809038,0.011335869642185333
2000-11-03,0.01501081551047131,0.08847397022351457,0.024082733236264666,0.03738159183480697,0.035665093952277876,0.04617660803399678,0.06673597531221588,0.0624720851513714,0.052035687428439836,0.008683674225322199,0.02021256267437235,0.04757440514631012
2000-11-10,-0.07781611288095555,-0.059537674672946836,0.030385566089673702,0.004199827419752317,-0.008709368914570357,-0.00010686360394714284,-0.00960062408779211,-0.10268711866157224,-0.01114002764774011,-0.016096938190092103,0.01825120574111561,-0.02246604892185929
2000-11-17,-0.03125578900537501,0.018144402462721372,0.01850600965833378,0.03622928439891523,-0.027494682062565064,-0.019917458887518707,0.02977450106635957,0.043200302048302754,0.002581861277408702,-0.0062153115155605876,0.026712296242680237,0.009483203566099274
2000-11-24,-0.01294353768574783,-0.017804648295256447,-0.006291179674535736,0.01893512625600304,-0.035863222764927996,-0.01689179629605723,0.007151804504596193,-0.02021491057288489,0.007784881988887673,-0.008624073756304538,-0.003991077259935172,-0.010760975422364656
2000-12-01,-0.02194942505350699,-0.005538057783844165,0.010552717798602796,-0.05825738264769552,0.029342769998390042,0.031151371666415715,-0.0035127549595032294,-0.09399552762579083,0.03508610557825257,0.0030605652774859304,0.01952614772097965,-0.004412479771033103
2000-12-08,0.014343769223056024,0.043150525457606025,-0.007976404048931908,0.01837730023381039,0.07920671877278763,0.03072262743674024,0.030278749139371473,0.101510197191134,0.026794841209688162,0.04622145502555961,-0.0024163421787830384,0.04227293452316495
2000-12-15,-0.015334505498693895,-0.03390829456817418,-0.02138828972730589,0.015179735855273314,-0.0460586058719534,-0.023435102029666588,-0.058085553367706697,-0.09408653145799299,-0.04655162697490869,0.011045926459522062,-0.00881404149651865,-0.03710640993759664
2000-12-22,-0.003355377490048994,-0.002504232610337573,0.0416786063685726,0.0687432930597586,0.04574431731064352,0.022539835585551598,0.027274466742548242,-0.03720725808045352,0.08148266909532777,0.006079138352210507,0.04763798278562903,0.02263595844594062
2000-12-29,0.041346677317474434,0.06248797927808635,0.045389307345741044,0.06665111601375219,0.019893807768503247,0.032423777345183855,0.05473599454969426,0.004634357146247308,0.0320143514185801,0.022074587779217187,0.016920475803342185,0.03502471741264653
2001-01-05,0.02215581332084977,0.02553047056369404,-0.07070000104780108,-0.05311050347523538,-0.032159750435270855,-0.10174479123641302,-0.005816369013591481,0.024168631721326946,-0.005135562376994434,-0.010723830566882756,-0.12664706894501027,-0.02994898730580987
2001-01-12,0.06254430298974023,0.059834377379662955,0.012818236572559793,0.006223509805221156,-0.02232913664975852,0.027440626062194422,-0.01416541983065564,0.09959846967794236,-0.02535351315660503,0.015255183828495262,-0.018417248440991487,0.019519659335703158
2001-01-19,0.031456680683634206,-0.01221900531916284,-0.005276038607307393,-0.03919289335322455,-0.009166713093145684,-0.015921801704183537,-0.0011197346038416365,0.06585292926285082,-0.020051667063002005,0.011447461026413521,0.009065852579969459,0.0022363860745520745
2001-01-26,-0.058027900836646364,0.029954223531002275,0.01897296477358211,0.043132027008739526,0.05354719544870548,0.07470414789645853,0.02144190939983715,-0.019031004394625895,0.0033680574257118796,0.01377020667342012,0.05671111173789091,0.028365624201340308
2001-02-02,0.041898263677216496,0.016389189103711035,0.02099467962011489,-0.004301491726208228,0.001976519685914011,-0.009739223306452029,0.022900373448887283,-0.011486217065007022,0.050618865028342064,0.004488104102048017,-0.012543605691881054,0.0072226784371539334
2001-02-09,0.014748871475530601,-0.008281162193513101,0.02027897746803246,0.05372274182153819,-0.004566002142431482,-0.004990152030317813,0.0012307094394685672,-0.06934609165036877,-0.0016054687258997438,-0.017037490723216857,0.05831633922247588,-0.0038240317524227394
2001-02-16,-0.005112943311151463,0.014311039319699887,-0.004348231211438326,-0.020131731162227877,-0.0006571338290650219,0.007447354716450587,0.010401169323078817,0.01363894433418205,0.007188100972733702,-0.0018590982239475187,-0.004358800301441227,0.004336500739277899
2001-02-23,0.003946260583192296,-0.03325859265951019,-0.02131810110970733,-0.03338349264239447,-0.05767398196155838,-0.037170353898965475,-0.023920506178543632,-0.05562819456409326,-0.021059163134018344,-0.02587610741015086,0.00042744614583768183,-0.03322630073535632
2001-03-02,-0.01716948612442152,-0.004925202581025214,0.0006088581543380795,0.031746504214112084,0.027740713946738906,0.003625667517728501,0.010474030502321164,-0.05526261351535894,0.05415259319405371,0.02515779563783474,0.020268559081882746,0.005319188495966751
2001-03-09,0.0061065057414161125,0.03682905043744405,0.0104654834966613,0.07319247378435276,-0.009873076962993482,-0.03914204054424454,0.028080820399572125,-0.014204741149260125,0.042730174841773494,-0.00833948685018351,-0.0022365317130351595,0.005906361760176377
2001-03-16,-0.04329099488747827,-0.07480603729898028,-0.03733958538213543,-0.0820038005139349,-0.0594026946139806,-0.07293294235133582,-0.0863797698457654,-0.08892924153233545,-0.079855245674548,-0.06581308851204852,-0.03583910548940049,-0.07002067441464024
2001-03-23,-0.0011702613757672898,-0.0009150641874821606,-0.02846617289027659,-0.016129954082190857,-0.0368143026197624,-0.03369247695139376,-0.01275840259432385,0.09819463101543623,-0.017315702119999724,-0.005341294982983302,-0.048307765567727805,-0.006189197709256921
2001-03-30,0.04879682825397489,0.037137058432455586,0.03369621419203574,-0.008341106659326586,0.05644185568943306,0.0375822271361145,0.03302330716818829,-0.06335228058325089,0.014506838108783737,-0.003550113138549852,0.08413151805071245,0.022763587761925858
2001-04-06,-0.034310276334769796,-0.006941695041312228,-0.01750756126102521,-0.005904307386739027,-0.04145663076837327,-0.033895051948665905,-0.014823871661535822,-0.06378614925516801,-0.0012766872312675512,-0.04342098872813295,-0.029814005701434394,-0.028983369708551258
2001-04-13,0.03789188720226141,0.028061883565516223,-0.006295642059638445,0.05269227940229552,0.055545688562347026,0.03856139361152655,0.04048036931781527,0.1581700463659949,0.02867990153707836,0.08381885561585524,0.050836227896780446,0.05651780825173412
2001-04-20,0.03969462076921689,0.05174006415261367,-0.0028160245133261545,0.012324897512698557,0.025082786927103928,0.056336731643165244,0.03627690796255173,0.14251680640645223,0.01522044690973089,0.05178516979586952,-0.0012653002511256622,0.04668108164969516
2001-04-27,0.010447487591522664,0.05189613199690108,0.01830077072195931,0.08712094551287874,0.018435641022453302,0.04434004572822379,0.03231064742686827,-0.030690006448716046,0.018037545714571085,0.025789896677140954,0.02639650962810155,0.0258629901299779
2001-05-04,0.04301641910641091,0.026475939418641844,0.007895479737561715,-0.05300000262634001,0.00938893790201244,0.018621981413255266,0.007419958682001462,0.061788305893857406,0.0036286472177876777,0.010084359920930893,-0.013076921872087728,0.014838751342284351
2001-05-11,-0.008565780697488068,0.0003531599969914037,-0.004188067561376829,0.013656921660189836,-0.01565019705118423,-0.004920774003678611,0.009024287120168374,-0.028287154210344126,0.018916326865204853,-0.021832513174549085,0.002587814755000729,-0.005195338426350122
2001-05-18,0.036601143734412145,0.045904224509843466,0.01410216533838566,0.08661407325425766,0.03799207402597161,0.05220832165632323,0.053275577328139256,0.05484472705735079,0.06608018118276304,0.01330280067447044,0.01942487166106851,0.04460087885676539
2001-05-25,0.037695047857305056,-0.0008419806669215172,-0.00016419361362184648,-0.036307035887957,0.00568378835818048,0.006632115733521059,-0.014870994438830313,0.02542281561391789,-0.03340990434948947,0.010894564291071792,-0.0014913709773013513,0.0006234541273863202
2001-06-01,-0.011835671254854851,-0.009943104003034145,0.013057121119241741,-0.006696189630322064,-0.00558677650201316,0.013989460003812296,0.0032890283054680496,-0.057262764286350555,-0.0023259961826082613,-0.009493176606708129,0.0075460179031807215,-0.0068531650057162595
2001-06-08,0.012875569686530596,0.010798498913925059,0.001601302678455008,-0.030345574411875065,0.0028918018934516376,0.018323156831455023,0.005875980851551296,0.034172541084036244,0.012803663879481165,0.006166463487186948,-0.02714952233021177,0.007623481085702305
2001-06-15,-0.06477904754512716,-0.032799413907267656,-0.01740589679949655,-0.020945750720312073,-0.03158516077796521,-0.02782126213603092,-0.04250544389009996,-0.0828602222884867,-0.037767458148746776,-0.010877123842552322,-0.007735736490427376,-0.03599293354747837
2001-06-22,-0.03356600617391681,0.037461042950884725,-0.00016148982831203678,-0.05192986372136198,0.023519728987492453,-0.005604459959390879,-0.014456214149590795,-0.007309351066969516,-0.03069091810637798,0.0025962529496420922,-0.008891328200901912,-0.0023534170138303744
2001-06-29,0.05314985882251606,0.017726342945432454,-0.0011048673735746409,-0.04061226338092299,-0.004918018782572682,0.015426881737634242,0.012804932791149666,0.092777936908174,-0.0002174490742374963,0.03951758142656763,0.009683701235048274,0.020019046682689466
2001-07-06,-0.037768502209236256,-0.019960962687155227,0.010421083061399078,-0.0010041852528032084,-0.021121440410676227,-0.025719915452261894,-0.014857965551618087,-0.07803726097187494,-0.016530268963943,-0.011988412175860493,0.0216712465613396,-0.021480861544041743
2001-07-13,0.01942551802627812,0.053280412678072424,0.0069290506576481226,-0.050452359147193426,0.015009859143440892,0.0040432684191371625,0.03341474166193829,0.04706159390432498,0.035344055753622566,-0.003332381247897757,-0.025435640494063865,0.017682152614313346
2001-07-20,-0.001772851796446917,0.038912512243507204,0.02162943350090289,-0.00654293742360702,-0.02234225912248198,0.013122254067078074,0.004990858942696368,-0.01837074376733297,0.012103471771372668,0.00484148067962002,-0.033963102293992437,0.0014029312799887287
2001-07-27,0.009532924448345536,-0.03281469819937702,-0.01962596596399072,0.050668040807355694,0.011308761267323364,0.000632048521389177,-0.002994962175412165,0.02972168068281606,-0.023968710408040526,-0.006375442622624501,-0.018055036859870827,8.492265424665862e-05
2001-08-03,-0.023722004957503595,0.005230246235854782,0.012930169773862124,-0.022475229772923183,0.011555929684036362,-0.00836341802936621,0.005686010896681473,0.03919799517083444,0.018877853764978563,0.007232889750219962,0.027154242598041077,0.009373659206347442
2001-08-10,0.014638955632075823,-0.03213159695462808,-0.0006571772141738581,-0.024975777796675952,-0.009772694146943144,-0.012607749456286116,-0.00844323033918003,-0.049106200146791505,-0.010602410683438611,0.011728728873215046,-0.018309471038770248,-0.016262943953882107
2001-08-17,-0.043055527549176284,-0.01893878370301862,0.009332569022866274,0.03424953290461913,-0.01287198818039972,0.0028949540068002916,-0.004383327117368955,-0.042437217258953296,0.011965132359216198,-0.007702884507752167,-0.00178348821267147,-0.008237215309360347
2001-08-24,0.033854200449498176,0.015956553050363108,0.017933066794907047,-0.019013244099909708,0.014883325359220588,0.04073947009314354,0.011882382602613798,0.049381806987123314,0.01666210772310081,0.003440657704365369,0.018707639781130023,0.021186308832038675
2001-08-31,-0.03701445976620512,-0.019037658832570446,-0.007457886001374671,-0.017801318366450276,-0.03528289423219203,-0.021130706815411057,-0.02302085667154565,-0.044455168267213525,-0.021983231885296252,-0.025533541762538213,-0.00808362953556399,-0.024856244614607365
2001-09-07,-0.06981866398571697,-0.06489492050995638,-0.004453903191787456,0.006900410934651176,-0.04887949388011768,-0.03057233598347478,-0.03988196697230196,-0.08705978193282651,-0.016779016991143862,-0.046742490991364856,0.007464958772256874,-0.04058735332379217
2001-09-14,-0.01141308785398588,-0.014438578215595708,0.002931565626997895,0.002222691972682624,0.003979185966873369,-0.005780128410128025,-0.0094256193299693,-0.0011821421352977124,-0.013189624767210587,-0.0021941791472462097,-0.007641168142250525,-0.0047372937547226
2001-09-21,-0.1318753073508594,-0.18643498445162154,-0.08385065196942688,-0.13343923477792718,-0.10701197915046666,-0.12527586862437934,-0.1452052907725214,-0.16150883927154572,-0.1323817612239536,-0.054626820061486524,-0.05819311258264181,-0.1258444729391603
2001-09-28,0.021182093980732685,0.10565249270038249,0.06979683242748638,0.006204810175524126,0.13570287643668638,0.08953824833117716,0.07417982223671145,0.013114312205784594,0.08989186039218741,0.06093810710077386,-0.022319160688334953,0.06787967549851887
2001-10-05,0.05363276744585814,0.06550629550950594,0.0018567959484375371,0.047587668934922604,-0.010312508710428376,0.026616496795824403,0.03726495653748152,0.09160911508815589,0.01902897614395341,0.0026510048854647217,0.053376041435850445,0.03594844213128611
2001-10-12,0.06433256429151742,0.04491457875095887,-0.0020931326742969214,0.052044856283717286,0.00042802298928694605,0.027991829641485038,0.02723527525680823,0.10778551123848452,0.025636003074584288,0.02925621051056019,-0.026731519027257247,0.0331380977990102
2001-10-19,-0.012108180350423381,-0.007990902057460114,0.0045365966800310475,-0.02286092683906573,-0.0028706451347501618,0.018968496070419522,-0.022791835097597198,-0.02261179403392373,-0.017361873032555413,-0.02263402050025473,0.0008331063818210044,-0.008603367343480202
2001-10-26,0.04668192866050641,0.025161194216047674,0.021939217382872824,0.0706679718917743,0.04188091238687969,0.03263265480452301,0.04640386993633923,0.0858427840356589,0.0360101272885159,-0.022136581084863983,-0.02047663174610229,0.03645571432100007
2001-11-02,-0.002529492003945699,0.0012431207525999339,0.013734089782057816,-0.052684395703603296,-0.017002140188214707,-0.015769389142003685,-0.011741902033254968,0.0018186221398224982,0.006685812301984353,0.011219636896499558,-0.008080255594292634,-0.007061936475281909
2001-11-09,0.0024336920400244155,0.03727438512256937,0.0035880152054072584,0.03891071817232642,0.031765958636943585,-0.003932171105550247,0.0266143174944931,0.04458482910966391,0.023259931712799414,-0.0034373535329455885,0.03915832720675604,0.02340636964609603
2001-11-16,0.03671749277306717,0.04899060632390471,0.014183916345139574,-0.0916482302406948,0.010701859336646753,0.010883602359237344,0.03142102120712915,0.03800118257687665,0.025043529720070762,0.06949693331596318,-0.015526838389103894,0.020171259902402323
2001-11-23,0.0003363042938554606,0.005648466280354123,0.002077085937165784,0.03870536940953197,0.016118635099848986,0.03345307881982449,0.009296157031066036,0.004846540139682885,0.017652849410546595,0.01313207233105869,0.004911148743962112,0.01390040219341453
2001-11-30,0.017594318025183908,0.01349513987271783,-0.0034209152457258213,-0.014906374562724626,-0.00762010111917013,0.006427575017681958,0.0028976189369102202,0.01218835844736842,0.0058785033045297115,0.009331278775543671,-0.014056539935093312,0.002866311929795608
2001-12-07,0.03503883882967383,0.047899618214799995,-0.0024013600157242743,0.019542709186159617,0.030429195060336034,0.006748485876044282,0.04374988731451562,0.0819420139598689,0.014138732231564578,0.010106540834964909,0.014056439295674038,0.0315479898713492
2001-12-14,-0.054767399728083956,-0.003306064725909734,-0.007585728557483319,-0.027526977435594683,-0.027305331534798465,-0.027208404483838093,-0.026889602705632464,-0.040234133715751935,-0.02716485761875111,-0.010575485994446616,-0.021785556866772124,-0.02401275459670088
2001-12-21,0.03693214697059055,0.021697198319709867,0.026543345219290988,0.050030328549018635,0.022593976616650448,0.03573187059080591,0.032698803809646536,-0.0008950288862478023,0.021494469022068138,0.018663614543824432,0.02673678934156274,0.024782010177423687
2001-12-28,0.04045945955154342,0.028803271073937976,-0.0005439031662311324,0.047937640184293105,0.01902487326692087,0.015552692661628582,0.020638458388659364,0.02509123075533526,0.01681647567534373,0.04160613269021499,0.02742313082643651,0.02335132664048017
2002-01-04,0.02975693788318059,0.013252431318988244,-0.010297218475259936,-0.030409034950574385,0.013887935283936191,-0.027251560166364895,0.012796653255915481,0.045365077723203036,0.02512428041620665,0.009131700286080893,0.003475243925896688,0.007804869678038858
2002-01-11,-0.027396910777527907,-0.02217624051822986,0.001840015417770299,-0.030847897413526955,-0.011919608500159192,0.005243513214685131,-0.03683021220708761,-0.03612822098783807,-0.03300728031515501,-0.015818965893854953,-0.009861872197501047,-0.01901599571231252
2002-01-18,-0.024098500191573814,-0.004667183268894696,0.014430898608435308,-0.02659209773347269,-0.010495148288779685,-0.023546056917856165,-0.020559399816065548,-0.04845774885977318,-0.04412108839309215,-0.035460146074462504,0.004053634191917925,-0.02016322228793685
2002-01-25,0.01886839537188222,0.037526741689688996,0.0030546274060083345,0.06167241528023597,0.012350845070399298,0.015782372331415457,0.03912952111403077,0.010738727841769128,0.06006302748623258,0.0017716706815527775,-0.010977542338279838,0.02163479016300001
2002-02-01,-0.006371600745427752,0.02205921770983897,0.007980631923532072,-0.012562967485143437,-0.015658983507128067,-8.872976616627648e-05,0.011610940002919228,0.0030624549572614013,0.022447266471268035,-0.01212501150940203,-0.006631196438171185,0.002045575894421077
2002-02-08,-0.015178710092525527,-0.03630627538213161,-0.0067296744601850434,-0.023076068366455732,-0.008393735660381776,-0.01944766734119611,-0.024315348770103596,-0.04139146125948211,-0.0020913531765265917,-0.02943767401359296,-0.03152830318451466,-0.02317863124443886
2002-02-15,-0.003982640182394781,0.02125114909257704,0.027622233017172242,0.03600087418602447,0.012652737614575782,0.01304879784907858,0.028004808858411154,0.004238850805922304,0.03392223907122033,0.013326056738734552,0.0019543144960360837,0.017108425049172045
2002-02-22,-0.019303881244814657,0.00260814985252346,0.012784921633020347,0.01769065082736351,-0.02354994524004137,-0.010065710699083961,0.008094429209044744,-0.056551699943332465,-0.005986838562521082,-0.02083117454695722,-0.021735032563094867,-0.012403286219934103
2002-03-01,0.10341719205314848,0.046007937933442024,0.00835512643235881,0.033713144723068335,0.04510141315477225,0.00019048179589668544,0.04652179951590281,0.0740862450149008,0.03596875525337445,0.028661552425374187,0.02938185463730542,0.0383569168525064
2002-03-08,0.025422322291076438,0.034141351725619336,-0.011670033904761188,0.051876630824549436,0.04366175718716699,0.018678912687753645,0.03643722046786981,0.09579457626864762,0.018705434190485395,0.07308300834732415,0.06574621333208103,0.04308473950110751
2002-03-15,-0.002049048481028304,0.011012509948851225,0.01348504370280448,0.022380042441335096,0.013715838836876307,0.035517514193071774,-0.0015615910059885475,-0.033363281061195335,0.008616592741763492,-0.01149794799610467,-0.007943123557316634,0.004764844392739634
